number, whites, reds, blues, greens, yellows, magentas, blacks, overlaps, density, texture, drips, weight
7016, 0.377579, 0.170045, 0.15317, 0.123652, 0.099352, 0.061534, 0.014668, 0.493098, 0.462029, 0.504942, 0.451282, 20.38
7017, 0.315391, 0.171394, 0.202855, 0.132564, 0.095961, 0.071887, 0.009949, 0.712421, 0.703174, 0.725273, 0.685492, 16.83
7018, 0.393909, 0.167616, 0.144509, 0.113412, 0.105825, 0.065144, 0.009584, 0.425694, 0.468877, 0.382539, 0.27413, 18.71
7019, 0.374225, 0.17218, 0.14488, 0.120035, 0.107501, 0.068296, 0.012884, 0.478983, 0.456411, 0.447917, 0.279817, 18.82
7020, 0.380279, 0.176623, 0.140689, 0.123511, 0.10191, 0.064398, 0.01259, 0.515362, 0.482896, 0.428949, 0.32565, 18.37
7021, 0.378637, 0.162406, 0.152881, 0.122264, 0.115412, 0.060621, 0.00778, 0.724916, 0.59189, 0.600516, 0.387087, 21.8
7022, 0.394572, 0.157795, 0.150525, 0.114484, 0.113559, 0.062182, 0.006882, 0.560837, 0.596503, 0.584745, 0.297858, 19.76
7023, 0.366152, 0.169518, 0.161204, 0.120041, 0.104133, 0.067763, 0.011189, 0.539625, 0.502617, 0.498175, 0.347672, 20.11
7024, 0.377113, 0.165626, 0.158316, 0.12571, 0.097181, 0.062687, 0.013367, 0.437331, 0.437059, 0.460827, 0.272532, 19.86
7025, 0.394588, 0.153955, 0.152834, 0.120241, 0.11129, 0.060364, 0.006728, 0.59822, 0.637919, 0.587433, 0.359247, 20.66
7026, 0.365663, 0.171757, 0.160214, 0.120317, 0.104502, 0.066114, 0.011433, 0.56025, 0.491263, 0.543276, 0.316338, 20.72
7027, 0.397232, 0.15668, 0.151376, 0.118579, 0.110246, 0.05917, 0.006717, 0.698924, 0.593686, 0.63862, 0.374952, 20.14
7028, 0.354844, 0.172669, 0.161814, 0.126437, 0.106039, 0.065426, 0.012771, 0.52589, 0.567286, 0.582435, 0.26643, 20.36
7029, 0.352415, 0.169254, 0.170831, 0.120156, 0.104488, 0.070123, 0.012733, 0.42749, 0.480345, 0.546781, 0.308495, 19.16
7030, 0.348932, 0.174094, 0.16229, 0.128895, 0.100893, 0.069169, 0.015726, 0.416305, 0.315753, 0.523348, 0.382377, 19.78
7031, 0.356242, 0.170933, 0.167758, 0.118206, 0.109047, 0.066884, 0.010928, 0.576395, 0.638696, 0.615389, 0.315777, 20.66
7032, 0.350047, 0.17761, 0.158227, 0.126346, 0.105656, 0.06772, 0.014394, 0.390429, 0.550875, 0.487899, 0.335186, 19.1
7033, 0.382624, 0.160222, 0.153368, 0.122783, 0.114609, 0.05954, 0.006854, 0.559707, 0.547948, 0.588321, 0.296291, 20.98
7034, 0.345177, 0.172231, 0.160363, 0.134155, 0.101134, 0.070731, 0.016208, 0.521048, 0.533941, 0.548373, 0.344522, 20.4
7035, 0.380495, 0.169929, 0.150899, 0.122562, 0.10014, 0.063567, 0.012409, 0.48673, 0.49015, 0.448211, 0.318381, 20.11
7036, 0.377186, 0.171484, 0.156477, 0.119905, 0.10375, 0.059841, 0.011357, 0.42454, 0.366459, 0.431954, 0.280759, 19.15
7037, 0.360532, 0.171277, 0.15846, 0.126698, 0.103206, 0.06727, 0.012556, 0.411348, 0.483025, 0.482492, 0.321476, 19.62
7038, 0.370484, 0.169858, 0.159237, 0.122347, 0.100322, 0.064489, 0.013262, 0.497646, 0.520065, 0.493155, 0.253252, 20.56
7039, 0.318114, 0.174199, 0.178804, 0.142152, 0.103959, 0.076015, 0.006759, 0.677353, 0.61891, 0.76025, 0.70568, 21.49
7040, 0.345972, 0.175744, 0.163396, 0.130054, 0.105006, 0.06611, 0.013718, 0.486197, 0.576419, 0.625216, 0.322371, 20.94
7041, 0.336762, 0.169244, 0.175378, 0.130602, 0.105109, 0.068028, 0.014877, 0.593394, 0.59032, 0.620318, 0.46389, 21.14
7042, 0.343716, 0.167092, 0.16824, 0.130279, 0.104257, 0.072238, 0.014177, 0.287817, 0.569356, 0.519265, 0.27283, 19.98
7043, 0.373371, 0.167043, 0.155925, 0.129322, 0.097696, 0.063196, 0.013447, 0.299424, 0.384316, 0.37792, 0.298445, 18.85
7044, 0.404041, 0.150192, 0.155355, 0.120402, 0.09755, 0.060691, 0.011768, 0.886609, 0.437457, 0.571962, 0.336472, 19.48
7045, 0.375254, 0.164595, 0.154347, 0.126145, 0.101577, 0.065344, 0.012738, 0.344162, 0.451695, 0.425926, 0.349568, 18.68
7046, 0.378107, 0.168508, 0.155676, 0.125373, 0.097187, 0.062373, 0.012777, 0.441893, 0.471864, 0.45477, 0.283288, 20.19
7047, 0.315133, 0.179479, 0.194615, 0.126042, 0.102894, 0.074659, 0.007177, 0.700528, 0.704296, 0.8332, 0.763432, 20.91
7048, 0.292201, 0.176584, 0.196631, 0.147602, 0.102234, 0.075595, 0.009154, 0.820088, 0.681345, 0.841337, 0.763545, 22.28
7049, 0.373155, 0.165257, 0.161344, 0.123618, 0.099228, 0.063599, 0.013799, 0.470997, 0.558784, 0.588163, 0.302264, 20.14
7050, 0.38049, 0.163666, 0.153825, 0.123446, 0.100066, 0.064967, 0.01354, 0.518761, 0.399052, 0.504181, 0.258592, 20.2
7051, 0.340624, 0.159676, 0.191647, 0.140166, 0.089793, 0.068884, 0.00921, 0.621027, 0.388756, 0.497345, 0.645041, 18.83
7052, 0.354938, 0.17241, 0.161922, 0.129127, 0.100993, 0.066441, 0.014169, 0.45117, 0.544893, 0.46546, 0.201133, 19.53
7053, 0.33858, 0.173124, 0.169216, 0.13639, 0.100118, 0.065578, 0.016994, 0.458943, 0.501123, 0.517334, 0.395243, 20.42
7054, 0.357811, 0.168737, 0.166782, 0.126713, 0.104531, 0.06046, 0.014964, 0.446758, 0.359467, 0.581359, 0.338495, 19.65
7055, 0.348894, 0.171987, 0.16585, 0.132823, 0.108201, 0.059086, 0.013159, 0.556759, 0.487714, 0.554188, 0.312619, 20.14
7056, 0.334077, 0.168454, 0.18034, 0.143085, 0.092983, 0.06981, 0.011251, 0.672073, 0.524936, 0.597314, 0.734575, 20.17
7057, 0.326246, 0.167041, 0.192031, 0.136224, 0.096558, 0.0707, 0.011201, 0.625425, 0.567089, 0.674559, 0.733009, 18.52
7058, 0.344634, 0.172113, 0.166565, 0.132476, 0.10993, 0.061552, 0.01273, 0.352668, 0.33764, 0.534491, 0.536432, 19.92
7059, 0.309906, 0.171329, 0.195125, 0.14833, 0.094133, 0.070627, 0.01055, 0.626428, 0.601064, 0.66985, 0.629531, 18.5
7060, 0.361128, 0.16725, 0.156295, 0.134477, 0.103296, 0.063232, 0.014323, 0.378979, 0.303533, 0.368593, 0.452553, 19.9
7061, 0.32449, 0.174933, 0.194349, 0.134064, 0.095139, 0.067179, 0.009846, 0.547416, 0.574348, 0.637488, 0.563417, 19.89
7062, 0.324859, 0.164067, 0.19402, 0.143195, 0.093607, 0.070096, 0.010154, 0.613763, 0.497448, 0.574762, 0.717013, 20.62
7063, 0.310117, 0.172899, 0.196103, 0.140273, 0.096975, 0.073495, 0.010139, 0.613709, 0.661019, 0.659474, 0.557733, 19.57
7064, 0.335083, 0.163126, 0.188242, 0.140218, 0.094528, 0.06867, 0.010133, 0.714992, 0.574754, 0.649785, 0.572967, 20.54
7065, 0.335654, 0.17382, 0.169388, 0.12826, 0.108203, 0.07027, 0.014405, 0.565907, 0.647803, 0.685073, 0.399982, 21.48
7066, 0.318909, 0.172731, 0.193595, 0.14118, 0.095544, 0.067446, 0.010596, 0.622947, 0.55052, 0.600049, 0.615077, 20.02
7067, 0.344471, 0.161324, 0.182588, 0.134734, 0.095274, 0.071356, 0.010253, 0.514548, 0.441582, 0.597474, 0.684626, 20.24
7068, 0.322828, 0.164743, 0.200058, 0.137117, 0.095379, 0.07063, 0.009245, 0.571207, 0.571509, 0.618929, 0.648964, 17.77
7069, 0.339441, 0.161464, 0.194634, 0.129219, 0.094474, 0.071643, 0.009125, 0.575467, 0.584348, 0.671559, 0.603424, 20.29
7070, 0.3958, 0.161448, 0.149517, 0.11356, 0.104016, 0.065783, 0.009875, 0.320334, 0.356716, 0.472011, 0.327779, 18.55
7071, 0.39539, 0.16323, 0.151419, 0.109623, 0.103516, 0.066245, 0.010578, 0.347334, 0.338663, 0.428751, 0.360242, 19.03
7072, 0.377253, 0.169192, 0.152361, 0.115301, 0.106326, 0.069155, 0.010412, 0.352373, 0.445591, 0.574686, 0.409341, 19.84
7073, 0.39129, 0.163499, 0.153657, 0.112079, 0.104519, 0.065005, 0.009952, 0.404158, 0.447884, 0.523657, 0.33111, 18.94
7074, 0.312844, 0.174117, 0.207989, 0.130546, 0.094878, 0.071224, 0.008403, 0.730385, 0.758206, 0.787259, 0.641013, 19.2
7075, 0.368336, 0.172594, 0.156351, 0.119077, 0.10707, 0.064327, 0.012247, 0.500255, 0.539875, 0.536202, 0.29509, 18.49
7076, 0.353432, 0.170179, 0.169612, 0.123853, 0.104334, 0.066614, 0.011975, 0.467041, 0.50599, 0.562412, 0.396048, 20.89
7077, 0.365577, 0.16769, 0.161806, 0.125855, 0.105196, 0.061959, 0.011916, 0.506278, 0.494525, 0.465072, 0.345015, 18.9
7078, 0.344562, 0.170689, 0.17345, 0.126769, 0.109099, 0.063063, 0.01237, 0.391243, 0.475097, 0.559744, 0.4053, 19.34
7079, 0.368268, 0.166783, 0.158071, 0.124858, 0.100375, 0.068412, 0.013234, 0.440496, 0.332673, 0.443786, 0.313982, 20.31
7080, 0.328013, 0.168366, 0.196403, 0.136626, 0.092829, 0.07001, 0.007753, 0.642068, 0.645364, 0.667185, 0.62573, 20.2
7081, 0.37464, 0.170931, 0.159704, 0.124391, 0.100469, 0.058112, 0.011753, 0.447511, 0.434724, 0.390332, 0.388924, 20.02
7082, 0.382571, 0.167005, 0.150227, 0.121235, 0.099135, 0.067223, 0.012602, 0.399639, 0.460843, 0.46556, 0.292934, 19.3
7083, 0.383295, 0.166622, 0.152797, 0.12209, 0.099581, 0.062222, 0.013394, 0.505763, 0.310836, 0.333774, 0.282957, 18.45
7084, 0.383701, 0.171091, 0.160803, 0.109768, 0.098855, 0.062738, 0.013044, 0.392087, 0.369563, 0.486152, 0.487302, 18.28
7085, 0.356981, 0.17199, 0.161693, 0.129696, 0.103235, 0.063386, 0.013019, 0.319815, 0.400069, 0.485917, 0.358974, 19.42
7086, 0.4089, 0.154586, 0.141462, 0.117356, 0.107296, 0.061816, 0.008583, 0.692266, 0.498158, 0.472178, 0.44627, 16.79
7087, 0.41528, 0.166879, 0.127343, 0.110326, 0.117136, 0.058768, 0.004268, 0.572558, 0.372424, 0.445275, 0.407482, 16.74
7088, 0.373536, 0.168863, 0.169302, 0.11682, 0.104414, 0.057751, 0.009314, 0.507583, 0.541069, 0.559531, 0.339951, 19.98
7089, 0.369268, 0.167047, 0.159206, 0.127368, 0.104849, 0.059828, 0.012436, 0.457489, 0.419576, 0.432572, 0.306918, 19.68
7090, 0.382838, 0.167461, 0.152131, 0.113926, 0.110398, 0.062645, 0.010602, 0.416181, 0.440708, 0.471062, 0.370933, 18.89
7091, 0.390324, 0.166043, 0.149192, 0.112351, 0.106435, 0.064208, 0.011447, 0.400125, 0.391748, 0.473444, 0.390563, 18.54
7092, 0.333767, 0.165361, 0.200473, 0.126323, 0.096237, 0.070903, 0.006934, 0.579252, 0.667936, 0.619504, 0.550498, 21
7093, 0.384917, 0.166007, 0.149889, 0.115774, 0.108682, 0.062962, 0.011771, 0.322888, 0.370203, 0.465022, 0.311306, 19.52
7094, 0.314255, 0.172962, 0.19529, 0.138888, 0.096359, 0.071127, 0.011118, 0.583963, 0.621149, 0.734761, 0.716453, 18.23
7095, 0.388121, 0.165455, 0.145145, 0.115976, 0.108466, 0.064869, 0.011968, 0.519094, 0.31494, 0.528889, 0.554425, 20.04
7096, 0.414293, 0.162623, 0.149681, 0.112929, 0.08051, 0.064528, 0.015436, 0.484346, 0.348739, 0.410714, 0.493851, 15.63
7097, 0.411736, 0.162687, 0.15247, 0.114735, 0.081772, 0.063487, 0.013113, 0.462594, 0.386884, 0.343577, 0.341888, 16.21
7098, 0.291896, 0.173049, 0.206327, 0.139896, 0.102812, 0.077885, 0.008135, 0.696145, 0.7031, 0.855775, 0.762831, 22.02
7099, 0.366949, 0.171199, 0.157317, 0.120157, 0.105942, 0.066401, 0.012036, 0.336208, 0.470953, 0.423185, 0.33208, 19.23
7100, 0.369664, 0.169342, 0.149811, 0.12647, 0.105511, 0.062823, 0.016379, 0.344623, 0.403278, 0.442449, 0.395935, 18.11
7101, 0.374641, 0.171402, 0.155887, 0.113773, 0.111868, 0.061768, 0.010661, 0.407119, 0.486918, 0.45299, 0.382525, 19
7102, 0.319228, 0.168287, 0.199927, 0.134699, 0.094534, 0.074984, 0.008342, 0.629489, 0.680218, 0.671721, 0.632817, 20.74
7103, 0.316249, 0.170473, 0.195462, 0.136079, 0.098387, 0.071886, 0.011465, 0.52022, 0.488103, 0.574196, 0.605942, 19.99
7104, 0.284144, 0.176549, 0.203849, 0.145797, 0.10681, 0.07498, 0.007871, 0.658964, 0.740057, 0.856307, 0.838183, 21.03
7105, 0.387271, 0.162653, 0.15792, 0.117535, 0.097069, 0.065785, 0.011768, 0.510404, 0.499766, 0.471984, 0.379484, 16.78
7106, 0.397836, 0.166454, 0.151183, 0.114343, 0.096467, 0.061252, 0.012465, 0.468945, 0.493857, 0.457058, 0.357051, 19.5
7107, 0.310697, 0.176641, 0.204903, 0.12682, 0.098228, 0.075145, 0.007566, 0.609372, 0.595614, 0.759376, 0.744065, 22.03
7108, 0.404593, 0.164692, 0.144847, 0.113048, 0.096994, 0.064324, 0.011501, 0.421967, 0.279863, 0.445948, 0.455329, 18.56
7109, 0.294944, 0.175845, 0.209751, 0.136061, 0.103793, 0.072526, 0.00708, 0.702169, 0.695794, 0.801277, 0.803856, 19.5
7110, 0.404457, 0.160616, 0.157319, 0.113344, 0.086393, 0.064795, 0.013077, 0.544038, 0.455585, 0.442605, 0.338386, 16.11
7111, 0.383776, 0.150834, 0.153272, 0.111934, 0.125646, 0.065005, 0.009533, 0.448108, 0.557696, 0.655213, 0.517598, 17.08
7112, 0.359113, 0.172678, 0.162757, 0.126743, 0.103102, 0.061186, 0.014421, 0.440143, 0.462961, 0.423135, 0.389486, 16.75
7113, 0.375447, 0.172387, 0.155226, 0.112754, 0.106846, 0.064611, 0.012729, 0.520768, 0.453485, 0.570891, 0.431292, 20
7114, 0.4094, 0.157663, 0.138006, 0.11519, 0.11386, 0.059285, 0.006595, 0.682844, 0.379571, 0.542815, 0.603362, 16.62
7115, 0.384423, 0.150447, 0.160162, 0.109683, 0.125096, 0.064285, 0.005904, 0.512229, 0.570634, 0.59489, 0.330894, 20.35
7116, 0.374356, 0.168906, 0.158001, 0.116214, 0.108224, 0.063028, 0.011271, 0.378505, 0.481296, 0.530143, 0.408828, 19.96
7117, 0.385018, 0.171488, 0.152906, 0.117303, 0.099767, 0.061687, 0.011831, 0.294908, 0.585592, 0.46975, 0.213122, 19.26
7118, 0.395433, 0.165449, 0.153592, 0.111229, 0.099868, 0.061415, 0.013013, 0.427429, 0.511807, 0.513867, 0.299669, 18.49
7119, 0.404284, 0.162366, 0.159367, 0.112161, 0.084425, 0.063792, 0.013605, 0.297359, 0.280739, 0.341067, 0.336445, 15.7
7120, 0.412509, 0.161284, 0.154139, 0.11288, 0.081997, 0.062918, 0.014272, 0.510516, 0.38383, 0.347901, 0.292611, 15.5
7121, 0.373656, 0.170974, 0.151105, 0.118879, 0.107002, 0.06634, 0.012043, 0.36013, 0.390565, 0.426255, 0.334442, 18.85
7122, 0.397599, 0.163786, 0.158947, 0.115383, 0.087886, 0.063934, 0.012465, 0.501728, 0.396241, 0.383559, 0.383555, 15.98
7123, 0.402738, 0.164388, 0.155775, 0.113864, 0.085124, 0.064289, 0.013821, 0.435537, 0.389112, 0.471739, 0.397812, 17.37
7124, 0.3831, 0.159314, 0.148199, 0.113547, 0.125269, 0.060136, 0.010436, 0.546473, 0.550637, 0.547673, 0.435983, 17.27
7125, 0.419434, 0.153879, 0.131455, 0.111842, 0.117773, 0.060347, 0.005271, 0.622816, 0.368764, 0.436381, 0.490016, 17.1
7126, 0.410325, 0.161117, 0.157186, 0.109892, 0.084962, 0.064236, 0.012283, 0.500818, 0.418656, 0.43152, 0.391147, 16.63
7127, 0.412289, 0.163151, 0.154034, 0.107667, 0.088012, 0.062996, 0.011852, 0.484626, 0.336819, 0.368738, 0.442068, 16.03
7128, 0.383454, 0.165145, 0.158671, 0.113978, 0.103855, 0.062097, 0.012801, 0.463858, 0.583526, 0.526331, 0.413933, 19.55
7129, 0.396432, 0.166476, 0.150223, 0.113013, 0.097738, 0.06348, 0.012637, 0.432172, 0.345816, 0.391204, 0.353884, 18.86
7130, 0.412588, 0.150944, 0.140269, 0.113674, 0.113933, 0.060817, 0.007775, 0.645146, 0.466283, 0.547816, 0.483442, 16.21
7131, 0.393179, 0.1707, 0.149432, 0.114698, 0.096621, 0.063528, 0.011842, 0.503152, 0.415668, 0.440981, 0.330551, 18.98
7132, 0.394184, 0.165458, 0.152826, 0.11697, 0.096187, 0.061836, 0.01254, 0.48297, 0.352683, 0.469776, 0.393397, 18.53
7133, 0.395351, 0.165652, 0.145816, 0.117046, 0.098067, 0.064139, 0.013929, 0.334985, 0.354899, 0.3545, 0.348722, 19.01
7134, 0.336985, 0.156482, 0.205443, 0.12411, 0.097134, 0.071644, 0.008203, 0.781743, 0.632915, 0.705268, 0.651288, 19.79
7135, 0.397927, 0.162797, 0.151373, 0.107311, 0.095293, 0.072203, 0.013096, 0.350473, 0.298662, 0.295829, 0.348165, 15.5
7136, 0.393063, 0.164229, 0.15547, 0.107418, 0.094493, 0.072661, 0.012666, 0.42809, 0.3345, 0.284128, 0.333928, 15.35
7137, 0.393107, 0.163433, 0.155047, 0.107968, 0.095923, 0.071078, 0.013443, 0.358022, 0.268187, 0.324213, 0.366648, 14.24
7138, 0.407081, 0.161408, 0.147495, 0.107435, 0.094088, 0.069256, 0.013238, 0.355826, 0.333982, 0.291502, 0.358003, 17.08
7139, 0.373958, 0.17154, 0.15385, 0.120871, 0.09894, 0.067113, 0.013728, 0.394838, 0.402001, 0.462721, 0.325408, 19.16
7140, 0.320289, 0.165421, 0.208127, 0.123832, 0.098714, 0.074713, 0.008904, 0.721837, 0.71082, 0.722699, 0.700324, 17.47
7141, 0.295715, 0.176201, 0.201779, 0.137251, 0.104811, 0.076513, 0.007731, 0.832271, 0.722233, 0.826933, 0.754004, 20.38
7142, 0.396726, 0.164566, 0.150235, 0.112938, 0.101051, 0.061035, 0.013449, 0.432381, 0.467983, 0.517824, 0.312457, 19.26
7143, 0.280668, 0.184501, 0.20097, 0.134794, 0.10913, 0.082421, 0.007517, 0.639321, 0.763313, 0.936305, 0.759237, 20.84
7144, 0.386092, 0.164912, 0.153175, 0.118423, 0.099978, 0.064787, 0.012632, 0.413715, 0.321195, 0.487691, 0.368098, 18.88
7145, 0.378324, 0.167563, 0.154765, 0.117717, 0.104073, 0.064153, 0.013405, 0.484373, 0.452915, 0.534229, 0.374225, 19.19
7146, 0.388381, 0.162684, 0.156285, 0.116705, 0.10115, 0.062865, 0.011929, 0.472778, 0.533264, 0.5477, 0.339477, 19.34
7147, 0.303205, 0.176778, 0.196731, 0.1359, 0.109533, 0.070488, 0.007366, 0.882082, 0.847124, 0.894659, 0.678805, 19.55
7148, 0.398399, 0.164595, 0.154154, 0.109644, 0.099443, 0.060854, 0.012912, 0.451285, 0.57092, 0.548663, 0.324144, 19.46
7149, 0.362359, 0.170802, 0.161565, 0.127318, 0.104354, 0.058353, 0.015249, 0.453975, 0.342483, 0.520973, 0.362792, 20.29
7150, 0.363271, 0.167723, 0.164874, 0.129106, 0.104986, 0.058847, 0.011192, 0.492711, 0.520461, 0.53647, 0.294545, 19.1
7151, 0.368864, 0.168779, 0.167287, 0.120099, 0.103534, 0.060399, 0.011037, 0.424252, 0.522754, 0.547403, 0.443415, 18.78
7152, 0.393629, 0.166732, 0.148031, 0.110332, 0.094878, 0.072559, 0.01384, 0.310664, 0.278362, 0.325657, 0.356035, 15.98
7153, 0.409391, 0.161545, 0.149097, 0.101417, 0.098657, 0.066204, 0.013689, 0.29605, 0.367108, 0.328518, 0.319749, 15.89
7154, 0.359409, 0.165503, 0.16242, 0.131876, 0.10516, 0.060488, 0.015145, 0.364429, 0.355999, 0.516699, 0.366211, 20.28
7155, 0.376479, 0.167998, 0.16606, 0.120111, 0.107586, 0.052257, 0.009508, 0.450849, 0.562894, 0.573885, 0.353796, 20.14
7156, 0.37041, 0.171565, 0.165445, 0.122499, 0.102418, 0.05753, 0.010132, 0.617448, 0.529417, 0.564433, 0.401578, 18.94
7157, 0.333045, 0.163953, 0.184833, 0.140279, 0.096464, 0.069472, 0.011954, 0.548803, 0.468119, 0.638297, 0.796417, 19.55
7158, 0.347377, 0.169557, 0.182616, 0.117336, 0.114458, 0.058031, 0.010625, 0.398504, 0.481457, 0.613, 0.375335, 21.72
7159, 0.358358, 0.169151, 0.163389, 0.130183, 0.106248, 0.059043, 0.01363, 0.481034, 0.382597, 0.49462, 0.333009, 18.87
7160, 0.360857, 0.164633, 0.169149, 0.118586, 0.107352, 0.068497, 0.010925, 0.433378, 0.566974, 0.57608, 0.279174, 19.65
7161, 0.420951, 0.151981, 0.153205, 0.107907, 0.092523, 0.060477, 0.012955, 0.162966, 0.270572, 0.199331, 0.366902, 15.06
7162, 0.373063, 0.160854, 0.173345, 0.118409, 0.10358, 0.059, 0.011748, 0.420961, 0.423307, 0.52992, 0.419915, 19.56
7163, 0.366117, 0.171354, 0.157061, 0.12154, 0.106599, 0.065642, 0.011686, 0.432145, 0.548738, 0.551215, 0.326427, 19.25
7164, 0.377324, 0.167749, 0.157938, 0.116845, 0.104632, 0.06451, 0.011002, 0.494856, 0.487542, 0.537132, 0.415028, 19.32
7165, 0.395623, 0.154757, 0.1601, 0.119726, 0.097694, 0.059597, 0.012503, 0.78355, 0.391031, 0.672824, 0.503877, 20.05
7166, 0.381544, 0.16457, 0.156138, 0.114482, 0.112443, 0.061058, 0.009766, 0.280793, 0.423157, 0.382192, 0.335979, 18.46
7167, 0.375131, 0.172106, 0.158451, 0.114651, 0.106857, 0.061582, 0.011222, 0.450394, 0.477509, 0.577008, 0.360024, 18.9
7168, 0.410833, 0.159918, 0.155398, 0.099664, 0.096489, 0.067258, 0.010441, 0.244199, 0.333216, 0.248166, 0.309479, 14.94
7169, 0.41131, 0.160148, 0.149345, 0.100917, 0.097683, 0.068876, 0.011721, 0.34399, 0.282041, 0.269149, 0.403887, 16.47
7170, 0.44128, 0.143032, 0.133686, 0.106908, 0.115698, 0.054298, 0.0051, 0.495422, 0.500247, 0.653714, 0.477061, 19.2
7171, 0.281874, 0.182157, 0.204339, 0.137607, 0.11022, 0.076602, 0.007201, 0.669766, 0.695894, 0.90263, 0.740573, 20.33
7172, 0.341582, 0.160558, 0.194877, 0.122392, 0.098857, 0.074075, 0.007659, 0.66243, 0.535211, 0.658113, 0.682303, 20.76
7173, 0.406065, 0.161828, 0.147126, 0.10509, 0.095855, 0.070497, 0.013538, 0.314696, 0.362572, 0.273195, 0.35485, 16.84
7174, 0.361069, 0.172399, 0.168934, 0.123846, 0.105852, 0.056039, 0.01186, 0.346644, 0.360874, 0.356435, 0.327848, 19.39
7175, 0.326244, 0.16507, 0.204308, 0.126525, 0.097411, 0.072139, 0.008303, 0.766234, 0.636747, 0.81981, 0.716558, 20.65
7176, 0.33309, 0.158181, 0.203659, 0.126858, 0.09882, 0.071438, 0.007954, 0.654251, 0.724181, 0.863769, 0.74325, 19.37
7177, 0.330475, 0.163757, 0.197506, 0.129166, 0.097574, 0.073203, 0.008319, 0.619777, 0.672989, 0.722653, 0.655657, 21.04
7178, 0.429375, 0.1537, 0.140685, 0.111077, 0.094976, 0.055657, 0.01453, 0.295769, 0.219815, 0.211106, 0.309986, 15.18
7179, 0.292301, 0.175108, 0.206064, 0.129692, 0.107365, 0.080987, 0.008484, 0.738935, 0.636608, 0.843805, 0.764716, 23.75
7180, 0.411366, 0.151873, 0.147777, 0.113391, 0.098391, 0.063076, 0.014126, 0.519726, 0.475901, 0.483176, 0.337428, 19.13
7181, 0.365477, 0.166414, 0.163211, 0.124679, 0.106734, 0.061778, 0.011707, 0.468806, 0.403821, 0.482534, 0.414002, 19.88
7182, 0.358919, 0.17183, 0.169655, 0.12362, 0.107219, 0.057553, 0.011205, 0.45666, 0.473867, 0.604996, 0.411724, 19.48
7183, 0.372208, 0.16447, 0.165279, 0.124382, 0.103097, 0.059039, 0.011525, 0.445748, 0.43195, 0.524494, 0.323161, 18.88
7184, 0.364303, 0.168895, 0.164303, 0.129142, 0.100894, 0.059924, 0.012538, 0.426916, 0.448358, 0.535813, 0.342468, 19.49
7185, 0.352946, 0.176138, 0.172712, 0.11866, 0.108736, 0.059749, 0.01106, 0.646765, 0.575972, 0.594818, 0.397575, 20.45
7186, 0.367714, 0.162684, 0.158615, 0.131311, 0.105166, 0.062065, 0.012446, 0.372713, 0.347273, 0.401948, 0.325375, 19.18
7187, 0.34973, 0.174678, 0.167939, 0.126365, 0.109265, 0.060317, 0.011705, 0.549284, 0.581353, 0.567925, 0.405712, 20.46
7188, 0.277274, 0.183124, 0.202419, 0.141759, 0.107838, 0.077967, 0.009619, 0.710769, 0.79339, 0.867165, 0.705441, 21.94
