number, whites, reds, blues, greens, yellows, magentas, blacks, overlaps, density, texture, drips, weight
1, 0.402392, 0.162989, 0.155047, 0.112621, 0.089125, 0.071828, 0.005998, 0.38092, 0.333361, 0.381266, 0.425299, 16.76
2, 0.390161, 0.174939, 0.147431, 0.115006, 0.091361, 0.0667, 0.014401, 0.460834, 0.550324, 0.47306, 0.480488, 17.7
3, 0.38945, 0.172346, 0.143954, 0.128668, 0.08226, 0.066863, 0.016459, 0.472569, 0.483081, 0.493204, 0.508468, 16.84
4, 0.385703, 0.169231, 0.155385, 0.119111, 0.087678, 0.066753, 0.016138, 0.504198, 0.525523, 0.466175, 0.513431, 15.65
5, 0.373726, 0.177796, 0.15209, 0.117613, 0.092, 0.071373, 0.015401, 0.391081, 0.658856, 0.594865, 0.515012, 17.48
6, 0.379984, 0.171194, 0.156097, 0.122872, 0.091759, 0.071023, 0.007071, 0.543647, 0.584161, 0.531345, 0.453891, 19.5
7, 0.355968, 0.178677, 0.15653, 0.123815, 0.105546, 0.07152, 0.007945, 0.619703, 0.606008, 0.571021, 0.441998, 17.6
8, 0.355545, 0.175564, 0.157818, 0.1234, 0.107218, 0.072745, 0.007709, 0.667241, 0.543652, 0.541275, 0.527821, 19.23
9, 0.380322, 0.169066, 0.155583, 0.123219, 0.097093, 0.0674, 0.007318, 0.68176, 0.54129, 0.491428, 0.430593, 16.89
10, 0.37056, 0.172847, 0.157999, 0.120094, 0.094575, 0.075362, 0.008562, 0.584588, 0.446393, 0.412081, 0.439451, 18.63
11, 0.369137, 0.162692, 0.14592, 0.122273, 0.114675, 0.068512, 0.01679, 0.509631, 0.624348, 0.580173, 0.336925, 18.99
12, 0.381751, 0.171796, 0.158376, 0.113998, 0.095902, 0.071179, 0.006997, 0.522284, 0.442228, 0.403056, 0.305741, 21.28
13, 0.364327, 0.171255, 0.160626, 0.12712, 0.094637, 0.073863, 0.008172, 0.545801, 0.504499, 0.498488, 0.424003, 20.47
14, 0.37178, 0.177733, 0.15688, 0.123201, 0.091109, 0.070754, 0.008544, 0.727564, 0.510109, 0.442271, 0.421408, 17.68
15, 0.346586, 0.178906, 0.161246, 0.129881, 0.098795, 0.074665, 0.009921, 0.473858, 0.614029, 0.456398, 0.421076, 20.45
16, 0.388169, 0.171642, 0.143803, 0.116842, 0.095131, 0.066963, 0.01745, 0.451332, 0.609986, 0.534909, 0.459149, 17.64
17, 0.370378, 0.164582, 0.162993, 0.126454, 0.099629, 0.068404, 0.00756, 0.555676, 0.489351, 0.359679, 0.342946, 15.98
18, 0.385808, 0.163037, 0.156176, 0.120439, 0.094095, 0.07197, 0.008476, 0.600398, 0.425542, 0.364475, 0.431558, 16.81
19, 0.35402, 0.177028, 0.166866, 0.119085, 0.100818, 0.075402, 0.006781, 0.606671, 0.668904, 0.582688, 0.380783, 17.58
20, 0.371021, 0.169216, 0.165692, 0.114632, 0.095274, 0.076083, 0.008083, 0.494122, 0.447954, 0.413097, 0.444599, 17.76
21, 0.361725, 0.164569, 0.1358, 0.128941, 0.122954, 0.067362, 0.018648, 0.463178, 0.591392, 0.593086, 0.261875, 17.48
22, 0.35275, 0.174625, 0.167183, 0.121689, 0.099877, 0.075334, 0.008542, 0.643945, 0.491076, 0.408614, 0.350082, 18
23, 0.382882, 0.173148, 0.15335, 0.11221, 0.098063, 0.074286, 0.00606, 0.630627, 0.460407, 0.510342, 0.540378, 19.88
24, 0.390468, 0.166939, 0.154799, 0.120264, 0.089387, 0.06968, 0.008463, 0.782988, 0.498912, 0.511025, 0.355945, 18.35
25, 0.36691, 0.175854, 0.166633, 0.114489, 0.093639, 0.073178, 0.009295, 0.534922, 0.520865, 0.438359, 0.416156, 17.2
26, 0.363733, 0.16742, 0.141238, 0.136276, 0.102898, 0.069594, 0.01884, 0.51232, 0.659104, 0.515154, 0.341632, 18.79
27, 0.368973, 0.172091, 0.158939, 0.125614, 0.098718, 0.067148, 0.008516, 0.645919, 0.560242, 0.578261, 0.477913, 16.17
28, 0.379327, 0.174731, 0.156283, 0.118231, 0.096736, 0.066871, 0.00782, 0.601661, 0.487302, 0.444117, 0.36514, 16.61
29, 0.395263, 0.171394, 0.143968, 0.117372, 0.093927, 0.070814, 0.007262, 0.659636, 0.495798, 0.4065, 0.393623, 19.77
30, 0.379699, 0.177866, 0.142108, 0.123113, 0.092163, 0.067816, 0.017235, 0.41456, 0.479176, 0.534027, 0.429357, 21.87
31, 0.377282, 0.180373, 0.139464, 0.121738, 0.096266, 0.06726, 0.017616, 0.343504, 0.536915, 0.515035, 0.414239, 19.97
32, 0.377049, 0.168224, 0.159517, 0.126182, 0.090785, 0.070411, 0.007832, 0.588268, 0.538085, 0.440659, 0.44988, 18.68
33, 0.372786, 0.174381, 0.151484, 0.130517, 0.091349, 0.072038, 0.007444, 0.517782, 0.523452, 0.295746, 0.435614, 15.86
34, 0.374942, 0.175639, 0.15448, 0.123454, 0.094857, 0.069673, 0.006954, 0.673309, 0.564816, 0.551077, 0.453856, 19.06
35, 0.38895, 0.16549, 0.15676, 0.116729, 0.096879, 0.068593, 0.006598, 0.618742, 0.471847, 0.48601, 0.464086, 16.6
36, 0.351814, 0.168026, 0.144984, 0.130991, 0.118786, 0.067411, 0.017988, 0.562662, 0.720864, 0.646171, 0.30506, 18.79
37, 0.358465, 0.17513, 0.166094, 0.119008, 0.101582, 0.072532, 0.007189, 0.618876, 0.540639, 0.452559, 0.389212, 20
38, 0.400988, 0.156092, 0.153319, 0.117665, 0.097305, 0.068242, 0.006389, 0.512475, 0.539672, 0.417886, 0.469375, 15.57
39, 0.356626, 0.180392, 0.168752, 0.113578, 0.098002, 0.075242, 0.007407, 0.495297, 0.58963, 0.46011, 0.429684, 17.86
40, 0.376645, 0.177773, 0.153169, 0.120225, 0.09657, 0.068335, 0.007282, 0.536678, 0.476345, 0.401448, 0.39766, 16.59
41, 0.371046, 0.171392, 0.150895, 0.125596, 0.100959, 0.072881, 0.007231, 0.482481, 0.57439, 0.45656, 0.432939, 15.74
42, 0.378548, 0.168977, 0.156454, 0.126274, 0.093014, 0.068574, 0.008159, 0.624616, 0.496489, 0.395099, 0.400422, 16.4
43, 0.354389, 0.177483, 0.165018, 0.121117, 0.100732, 0.073267, 0.007994, 0.651329, 0.505096, 0.535613, 0.493185, 19.33
44, 0.38569, 0.182116, 0.150433, 0.110856, 0.098879, 0.066503, 0.005524, 0.512648, 0.546591, 0.418426, 0.281878, 18.78
45, 0.369634, 0.175563, 0.15, 0.122054, 0.101662, 0.073255, 0.007832, 0.514812, 0.42377, 0.366602, 0.332621, 18.33
46, 0.384923, 0.164613, 0.152807, 0.118652, 0.094966, 0.075716, 0.008323, 0.558484, 0.568088, 0.528564, 0.336579, 17.77
47, 0.363241, 0.17068, 0.162697, 0.124479, 0.100067, 0.070966, 0.007871, 0.450218, 0.444516, 0.363756, 0.309679, 18.25
48, 0.380265, 0.16812, 0.16232, 0.117451, 0.094493, 0.069718, 0.007634, 0.527047, 0.575649, 0.517352, 0.348137, 18.26
49, 0.358225, 0.175335, 0.158499, 0.126814, 0.101329, 0.070498, 0.009299, 0.491475, 0.631485, 0.430991, 0.347542, 17.86
50, 0.377566, 0.172311, 0.158269, 0.120743, 0.097371, 0.066589, 0.00715, 0.514384, 0.53337, 0.472457, 0.564627, 18.62
51, 0.373711, 0.173849, 0.153712, 0.124694, 0.097011, 0.069717, 0.007305, 0.480967, 0.524055, 0.524858, 0.494766, 18.82
