number, whites, reds, blues, greens, yellows, magentas, blacks, overlaps, density, texture, drips, weight
9014, 0.385288, 0.134854, 0.146062, 0.13469, 0.115981, 0.067354, 0.015771, 0.560305, 0.194876, 0.578991, 0.282928, 18.63
9015, 0.371057, 0.141241, 0.143123, 0.140382, 0.118983, 0.066372, 0.018841, 0.579164, 0.235002, 0.534943, 0.275458, 18.65
9016, 0.383162, 0.139452, 0.155544, 0.126316, 0.11658, 0.063943, 0.015002, 0.637135, 0.369292, 0.632113, 0.218385, 19.91
9017, 0.387099, 0.13086, 0.150608, 0.125598, 0.122657, 0.069275, 0.013903, 0.691247, 0.346707, 0.704466, 0.393916, 20.09
9018, 0.382575, 0.139485, 0.148766, 0.126806, 0.117836, 0.066701, 0.017831, 0.584713, 0.273712, 0.577547, 0.241707, 18.96
9019, 0.373544, 0.137541, 0.149095, 0.134882, 0.119386, 0.068917, 0.016633, 0.484054, 0.355549, 0.608542, 0.319005, 19.92
9020, 0.39182, 0.135767, 0.152742, 0.125064, 0.120177, 0.062286, 0.012144, 0.667909, 0.326613, 0.65088, 0.265345, 20.28
9021, 0.350476, 0.14451, 0.122837, 0.145061, 0.14991, 0.075506, 0.0117, 0.888542, 0.675353, 0.898626, 0.253147, 19.47
9022, 0.3902, 0.131936, 0.150382, 0.122639, 0.124374, 0.067904, 0.012565, 0.618491, 0.340087, 0.647312, 0.303822, 19.65
9023, 0.377843, 0.141375, 0.148224, 0.135652, 0.116748, 0.065112, 0.015046, 0.491056, 0.318035, 0.556266, 0.234151, 18.77
9024, 0.386251, 0.132704, 0.156187, 0.126086, 0.121558, 0.063171, 0.014042, 0.706309, 0.402636, 0.686865, 0.164719, 20.28
9025, 0.380108, 0.139282, 0.150524, 0.127307, 0.119104, 0.066134, 0.017541, 0.565596, 0.242571, 0.538794, 0.256275, 18.26
9026, 0.418356, 0.129493, 0.148626, 0.112329, 0.111391, 0.061812, 0.017992, 0.38042, 0.197181, 0.371775, 0.234789, 14.45
9027, 0.382288, 0.137363, 0.14927, 0.128176, 0.118879, 0.066771, 0.017253, 0.545517, 0.13315, 0.558974, 0.267831, 18.38
9028, 0.348363, 0.139715, 0.125515, 0.145479, 0.150072, 0.077808, 0.013047, 0.913023, 0.537727, 0.895832, 0.373605, 20.38
9029, 0.387292, 0.129508, 0.143458, 0.134912, 0.121292, 0.0665, 0.017039, 0.670054, 0.232144, 0.532435, 0.403421, 18.78
9030, 0.376494, 0.141337, 0.147615, 0.128413, 0.13261, 0.058821, 0.01471, 0.685728, 0.644228, 0.742873, 0.210566, 21.81
9031, 0.38678, 0.136011, 0.147789, 0.12935, 0.117554, 0.066027, 0.016488, 0.467005, 0.205081, 0.54401, 0.28203, 17.79
9032, 0.386255, 0.137836, 0.146896, 0.130903, 0.116814, 0.065618, 0.015679, 0.580661, 0.305206, 0.521619, 0.244222, 18.77
9033, 0.419972, 0.130641, 0.141042, 0.117916, 0.108843, 0.060765, 0.020821, 0.490001, 0.254804, 0.414749, 0.175431, 15.86
9034, 0.383468, 0.138028, 0.14932, 0.130428, 0.119952, 0.063043, 0.015761, 0.660774, 0.236459, 0.64242, 0.275753, 20.59
9035, 0.376764, 0.168081, 0.153474, 0.126987, 0.099646, 0.062113, 0.012935, 0.470317, 0.364742, 0.546653, 0.353615, 20.42
9036, 0.377642, 0.138726, 0.149087, 0.135127, 0.117986, 0.064655, 0.016777, 0.572623, 0.31062, 0.650415, 0.291171, 19.82
9037, 0.390097, 0.135538, 0.147299, 0.127033, 0.121765, 0.062647, 0.015621, 0.511906, 0.216487, 0.684686, 0.26176, 18.6
9038, 0.380932, 0.144471, 0.127068, 0.122841, 0.151851, 0.062833, 0.010004, 0.975042, 0.440914, 0.81796, 0.274907, 20.3
9039, 0.396711, 0.134559, 0.145175, 0.127757, 0.121707, 0.05957, 0.014521, 0.67786, 0.060058, 0.693653, 0.517505, 18.03
9040, 0.396838, 0.137334, 0.146437, 0.123625, 0.120013, 0.059002, 0.01675, 0.662593, 0.247094, 0.701831, 0.318843, 19.68
9041, 0.419698, 0.126892, 0.144235, 0.114363, 0.107694, 0.067277, 0.019841, 0.396788, 0.093077, 0.354796, 0.17245, 14.96
9042, 0.374798, 0.138799, 0.150779, 0.13257, 0.12364, 0.064236, 0.015177, 0.611042, 0.324008, 0.689002, 0.328674, 19.31
9043, 0.386644, 0.131679, 0.15172, 0.129798, 0.118041, 0.066961, 0.015158, 0.611131, 0.244226, 0.632665, 0.349329, 20.38
9044, 0.396564, 0.13404, 0.143006, 0.130996, 0.115905, 0.064104, 0.015384, 0.719569, 0.196048, 0.578189, 0.29412, 18.36
9045, 0.363936, 0.146445, 0.157493, 0.12936, 0.117983, 0.06704, 0.017743, 0.667202, 0.415563, 0.725593, 0.273907, 20.34
9046, 0.396928, 0.131236, 0.150037, 0.121598, 0.121489, 0.064064, 0.014649, 0.527998, 0.188378, 0.587565, 0.246088, 19.77
9047, 0.414315, 0.129327, 0.139714, 0.121537, 0.108919, 0.062707, 0.023481, 0.45414, 0.198707, 0.344097, 0.245655, 15.22
9048, 0.337011, 0.143436, 0.156409, 0.130406, 0.132982, 0.080883, 0.018872, 0.615595, 0.543689, 0.834318, 0.332932, 17.19
9049, 0.395638, 0.136775, 0.149663, 0.121409, 0.123575, 0.058198, 0.014742, 0.658351, 0.233041, 0.637636, 0.200719, 20.12
9050, 0.410324, 0.13254, 0.1426, 0.121067, 0.120736, 0.058633, 0.014098, 0.600738, 0.210075, 0.558509, 0.293929, 19.59
9051, 0.398688, 0.133841, 0.140129, 0.12928, 0.116613, 0.063259, 0.018191, 0.682631, 0.214652, 0.652216, 0.315564, 19.37
9052, 0.400302, 0.134903, 0.146592, 0.120227, 0.123712, 0.058924, 0.01534, 0.711596, 0.251199, 0.651617, 0.364232, 19.84
9053, 0.392135, 0.136239, 0.146372, 0.125706, 0.123009, 0.059372, 0.017167, 0.826138, 0.285818, 0.751621, 0.351192, 20.22
9054, 0.412737, 0.132409, 0.146013, 0.117355, 0.119985, 0.05719, 0.014311, 0.700598, 0.305285, 0.626298, 0.256247, 19.58
9055, 0.379485, 0.13388, 0.145985, 0.136745, 0.122472, 0.06885, 0.012583, 0.629359, 0.374217, 0.630156, 0.293061, 17.81
9056, 0.396571, 0.133613, 0.146672, 0.124074, 0.124932, 0.057724, 0.016414, 0.674946, 0.286293, 0.658001, 0.325956, 20.11
9057, 0.389464, 0.134558, 0.144958, 0.127195, 0.128097, 0.061867, 0.013861, 0.706424, 0.124921, 0.628162, 0.298141, 19.62
9058, 0.39755, 0.137937, 0.148282, 0.122775, 0.121512, 0.056361, 0.015583, 0.720869, 0.308931, 0.641572, 0.261949, 19.65
9059, 0.363266, 0.144671, 0.153494, 0.131492, 0.128465, 0.061335, 0.017276, 0.667502, 0.224325, 0.790815, 0.470244, 20.81
9060, 0.370414, 0.136802, 0.150937, 0.133498, 0.123514, 0.070145, 0.01469, 0.562502, 0.174185, 0.549484, 0.312935, 18.25
9061, 0.4173, 0.125813, 0.143484, 0.119309, 0.10867, 0.063253, 0.022171, 0.4062, 0.120968, 0.384808, 0.193837, 14.96
9062, 0.41223, 0.13468, 0.131641, 0.123043, 0.123154, 0.06154, 0.013713, 0.595963, 0.214699, 0.586736, 0.331105, 17.7
9063, 0.39847, 0.137805, 0.147849, 0.120815, 0.120575, 0.060205, 0.014282, 0.707071, 0.258828, 0.673384, 0.269041, 19.88
9064, 0.390298, 0.133809, 0.148688, 0.130841, 0.113644, 0.064985, 0.017735, 0.674849, 0.292068, 0.606978, 0.217914, 18.6
9065, 0.387989, 0.138086, 0.145144, 0.131597, 0.1177, 0.063418, 0.016066, 0.429084, 0.285207, 0.574044, 0.218358, 20.15
9066, 0.386963, 0.131939, 0.1536, 0.127316, 0.118611, 0.067573, 0.013999, 0.570963, 0.361447, 0.659695, 0.270078, 19.74
9067, 0.413458, 0.158726, 0.142223, 0.118356, 0.087014, 0.060778, 0.019445, 0.187931, 0.120567, 0.227295, 0.305357, 15.91
9068, 0.401646, 0.133661, 0.146311, 0.122374, 0.115119, 0.064557, 0.016332, 0.564008, 0.234983, 0.554555, 0.238991, 18.95
9069, 0.374381, 0.138882, 0.151998, 0.131691, 0.122519, 0.064332, 0.016198, 0.687435, 0.272578, 0.684275, 0.268712, 19.25
9070, 0.388209, 0.132887, 0.150595, 0.128172, 0.116886, 0.068272, 0.01498, 0.632506, 0.278024, 0.602416, 0.175927, 19.32
9071, 0.402601, 0.133496, 0.1404, 0.130654, 0.108757, 0.066748, 0.017343, 0.708757, 0.106567, 0.544014, 0.268279, 18.65
9072, 0.396459, 0.133038, 0.149507, 0.12308, 0.113398, 0.069285, 0.015233, 0.624816, 0.207232, 0.603412, 0.295735, 18.24
9073, 0.397748, 0.137342, 0.141809, 0.126489, 0.120477, 0.059978, 0.016158, 0.611726, 0.2622, 0.633534, 0.333847, 19.59
9074, 0.406159, 0.134916, 0.141793, 0.123728, 0.11795, 0.060488, 0.014966, 0.708175, 0.206282, 0.719212, 0.392379, 19.53
9075, 0.400202, 0.133152, 0.154255, 0.110313, 0.114698, 0.068498, 0.018883, 0.551316, 0.246795, 0.485469, 0.133586, 15.59
9076, 0.407966, 0.130084, 0.153659, 0.108344, 0.113774, 0.068384, 0.017789, 0.41752, 0.324132, 0.442292, 0.214357, 15.55
9077, 0.38668, 0.139234, 0.158438, 0.117703, 0.122932, 0.064276, 0.010737, 0.744253, 0.621241, 0.846637, 0.237014, 20.28
9078, 0.380341, 0.138803, 0.144141, 0.136785, 0.118127, 0.067255, 0.014548, 0.451858, 0.21507, 0.490742, 0.245306, 18.61
9079, 0.383527, 0.140112, 0.145694, 0.127391, 0.118587, 0.06818, 0.01651, 0.536856, 0.232241, 0.609071, 0.370436, 19.9
9080, 0.401074, 0.13267, 0.150368, 0.113791, 0.114825, 0.067249, 0.020023, 0.567785, 0.271599, 0.463732, 0.232853, 15.27
9081, 0.375115, 0.140909, 0.145002, 0.133071, 0.123986, 0.064829, 0.017088, 0.481268, 0.223267, 0.56186, 0.279889, 18.27
9082, 0.373049, 0.138122, 0.150181, 0.13766, 0.121958, 0.062717, 0.016313, 0.56768, 0.24375, 0.587398, 0.236943, 18.98
9083, 0.377176, 0.137157, 0.152427, 0.126883, 0.124357, 0.068476, 0.013524, 0.542903, 0.285378, 0.60335, 0.259866, 19.47
9084, 0.385229, 0.133643, 0.153815, 0.127465, 0.119778, 0.065822, 0.014248, 0.436531, 0.22032, 0.449584, 0.288825, 19.12
9085, 0.39289, 0.137668, 0.148111, 0.122362, 0.123188, 0.062823, 0.012957, 0.632017, 0.398806, 0.608808, 0.264417, 18.14
9086, 0.381708, 0.13618, 0.148346, 0.128662, 0.126366, 0.065664, 0.013074, 0.470987, 0.302256, 0.538401, 0.192181, 19.34
9087, 0.374006, 0.141052, 0.152715, 0.126163, 0.125356, 0.065557, 0.015152, 0.534624, 0.298837, 0.645795, 0.26744, 19.7
9088, 0.385689, 0.137805, 0.149636, 0.127361, 0.120725, 0.064882, 0.013901, 0.565997, 0.365147, 0.661928, 0.260558, 19.82
9089, 0.388547, 0.135201, 0.14781, 0.128482, 0.118071, 0.067435, 0.014454, 0.463203, 0.208184, 0.61819, 0.311622, 20.11
9090, 0.380101, 0.137528, 0.152242, 0.129407, 0.120691, 0.0634, 0.016632, 0.593162, 0.359731, 0.654145, 0.208648, 19.44
9091, 0.389976, 0.137738, 0.14236, 0.128911, 0.11847, 0.067573, 0.014972, 0.49002, 0.326477, 0.587156, 0.243541, 18.49
9092, 0.308998, 0.129653, 0.188254, 0.14784, 0.132364, 0.079906, 0.012986, 0.889182, 0.584882, 0.889141, 0.540608, 19.94
9093, 0.39985, 0.133834, 0.148147, 0.122401, 0.118511, 0.06443, 0.012827, 0.510664, 0.196004, 0.502824, 0.268456, 18.56
9094, 0.383303, 0.14296, 0.146554, 0.115223, 0.135404, 0.059289, 0.017269, 0.627695, 0.691581, 0.842626, 0.280142, 19.83
9095, 0.398471, 0.131455, 0.152786, 0.111967, 0.115105, 0.072643, 0.017572, 0.592775, 0.288772, 0.553504, 0.368096, 15.99
9096, 0.391525, 0.133654, 0.147846, 0.130092, 0.117645, 0.064954, 0.014283, 0.563107, 0.219307, 0.606023, 0.431359, 19.75
9097, 0.382232, 0.141709, 0.1475, 0.126382, 0.130766, 0.057582, 0.013829, 0.541432, 0.469936, 0.700502, 0.230042, 20.87
9098, 0.373488, 0.137005, 0.1502, 0.130114, 0.12778, 0.067097, 0.014316, 0.486786, 0.222553, 0.58064, 0.296667, 18.3
9099, 0.410583, 0.132864, 0.146421, 0.113004, 0.110599, 0.068728, 0.017802, 0.529637, 0.404481, 0.472858, 0.186707, 16.45
9100, 0.371391, 0.138992, 0.152493, 0.131279, 0.122166, 0.066331, 0.017348, 0.452023, 0.314804, 0.637105, 0.208788, 20.24
9101, 0.388868, 0.134785, 0.143229, 0.131384, 0.119336, 0.067226, 0.015171, 0.492985, 0.218094, 0.632279, 0.325082, 19.63
9102, 0.379646, 0.140535, 0.146498, 0.135435, 0.1194, 0.062672, 0.015815, 0.533979, 0.326587, 0.546619, 0.234452, 18.91
9103, 0.378546, 0.138928, 0.150683, 0.132072, 0.119559, 0.062136, 0.018075, 0.578689, 0.291274, 0.637609, 0.279733, 18.53
9104, 0.384793, 0.13581, 0.146827, 0.130825, 0.11946, 0.066246, 0.016039, 0.583217, 0.28983, 0.591136, 0.228724, 20.08
9105, 0.386817, 0.136666, 0.151714, 0.128112, 0.118427, 0.064111, 0.014154, 0.648636, 0.383721, 0.696388, 0.170374, 19.96
9106, 0.373919, 0.138957, 0.148295, 0.135364, 0.120481, 0.06874, 0.014244, 0.650182, 0.47797, 0.689532, 0.127, 18.16
9107, 0.396805, 0.135296, 0.147377, 0.115266, 0.114151, 0.072098, 0.019007, 0.369209, 0.252108, 0.445242, 0.276565, 16.71
9108, 0.387123, 0.131535, 0.14668, 0.129303, 0.122682, 0.066856, 0.015822, 0.573776, 0.309452, 0.561933, 0.251566, 18.96
9109, 0.392627, 0.131623, 0.153024, 0.120849, 0.122247, 0.065692, 0.013936, 0.606046, 0.32692, 0.63205, 0.211062, 20.13
9110, 0.382326, 0.140893, 0.149717, 0.125689, 0.123244, 0.063516, 0.014615, 0.628751, 0.310734, 0.632768, 0.224499, 19.71
9111, 0.382201, 0.138609, 0.150272, 0.129217, 0.121841, 0.064018, 0.013843, 0.646435, 0.230297, 0.6396, 0.238272, 20.18
9112, 0.369801, 0.142836, 0.147308, 0.133287, 0.121703, 0.068861, 0.016203, 0.572378, 0.226784, 0.582258, 0.302555, 18.3
9113, 0.383067, 0.137033, 0.150217, 0.125898, 0.121983, 0.067196, 0.014606, 0.581487, 0.384849, 0.672418, 0.241111, 20.56
9114, 0.380906, 0.137535, 0.148969, 0.131837, 0.119574, 0.066057, 0.015122, 0.588545, 0.285479, 0.59137, 0.374364, 18.45
9115, 0.375843, 0.150817, 0.151568, 0.126448, 0.123589, 0.05966, 0.012075, 0.739809, 0.582728, 0.756378, 0.086527, 20.88
9116, 0.390968, 0.13672, 0.140318, 0.132176, 0.118982, 0.065843, 0.014993, 0.527205, 0.249296, 0.520254, 0.306601, 18.46
9117, 0.381616, 0.137717, 0.142849, 0.134187, 0.120626, 0.067211, 0.015794, 0.552233, 0.279055, 0.551663, 0.284838, 18.83
9118, 0.38825, 0.133186, 0.146357, 0.130115, 0.120413, 0.067334, 0.014345, 0.538228, 0.250797, 0.577425, 0.267536, 18.22
9119, 0.339368, 0.147007, 0.164634, 0.135324, 0.123862, 0.072142, 0.017663, 0.40921, 0.388239, 0.653295, 0.403155, 19.29
9120, 0.379034, 0.136662, 0.150556, 0.130256, 0.120097, 0.068606, 0.01479, 0.553699, 0.282552, 0.585921, 0.323069, 18.13
9121, 0.371715, 0.139352, 0.151158, 0.13454, 0.122141, 0.065382, 0.015712, 0.421407, 0.296683, 0.543075, 0.267967, 19.73
9122, 0.375551, 0.136835, 0.153635, 0.128389, 0.123581, 0.066306, 0.015704, 0.454845, 0.242005, 0.675926, 0.294765, 20.18
9123, 0.385672, 0.13712, 0.1405, 0.1293, 0.122851, 0.068734, 0.015822, 0.474379, 0.158105, 0.656157, 0.406997, 19.44
9124, 0.386556, 0.137859, 0.146891, 0.125154, 0.120683, 0.066224, 0.016633, 0.585661, 0.263187, 0.604411, 0.288915, 19.79
9125, 0.385024, 0.135576, 0.146036, 0.132418, 0.121447, 0.064603, 0.014896, 0.506425, 0.188116, 0.485521, 0.253024, 19.18
9126, 0.39299, 0.137688, 0.148008, 0.120328, 0.126597, 0.062235, 0.012154, 0.520672, 0.338768, 0.624838, 0.290622, 18.11
9127, 0.39944, 0.133128, 0.147532, 0.112795, 0.112868, 0.073647, 0.02059, 0.445428, 0.21951, 0.454066, 0.295032, 17.07
9128, 0.387564, 0.133403, 0.151748, 0.128323, 0.12001, 0.064664, 0.014289, 0.54284, 0.272906, 0.563833, 0.28286, 19.61
9129, 0.387268, 0.135732, 0.148913, 0.129494, 0.117546, 0.0652, 0.015847, 0.552611, 0.314813, 0.617413, 0.25538, 20.21
9130, 0.416733, 0.132838, 0.139466, 0.119545, 0.113288, 0.058467, 0.019662, 0.381062, 0.182281, 0.342254, 0.258678, 15.1
9131, 0.372523, 0.139456, 0.144471, 0.138729, 0.12208, 0.065999, 0.016742, 0.544543, 0.239754, 0.544041, 0.259521, 18.78
9132, 0.375327, 0.133758, 0.149184, 0.135804, 0.122793, 0.067064, 0.01607, 0.630383, 0.398696, 0.568963, 0.273165, 18.2
9133, 0.388931, 0.134037, 0.153835, 0.124092, 0.125238, 0.060669, 0.013199, 0.613015, 0.389335, 0.654324, 0.266664, 20.39
9134, 0.38464, 0.144956, 0.147599, 0.121967, 0.131133, 0.058027, 0.011679, 0.70984, 0.546276, 0.784099, 0.234342, 19.68
9135, 0.392131, 0.132682, 0.150228, 0.122001, 0.123608, 0.066752, 0.012598, 0.736775, 0.473392, 0.735042, 0.208624, 20.34
9136, 0.376554, 0.136781, 0.154469, 0.131949, 0.127891, 0.058726, 0.01363, 0.579053, 0.389806, 0.599963, 0.217697, 20.5
9137, 0.357342, 0.154768, 0.150429, 0.133447, 0.129126, 0.059401, 0.015486, 0.813001, 0.495508, 0.838007, 0.244354, 20.48
9138, 0.355658, 0.166513, 0.158169, 0.126841, 0.120491, 0.062839, 0.009489, 0.595005, 0.542681, 0.736872, 0.541282, 20.02
9139, 0.380832, 0.135765, 0.145393, 0.132317, 0.122946, 0.065636, 0.01711, 0.611659, 0.29936, 0.561164, 0.176656, 18.25
9140, 0.372138, 0.149677, 0.144796, 0.131923, 0.122714, 0.062434, 0.016318, 0.688179, 0.583397, 0.750739, 0.22036, 22.08
9141, 0.374491, 0.149404, 0.148923, 0.128618, 0.125546, 0.060765, 0.012253, 0.766769, 0.520978, 0.746705, 0.157441, 21.88
9142, 0.378785, 0.14057, 0.145121, 0.137524, 0.120324, 0.061481, 0.016197, 0.55902, 0.301493, 0.594744, 0.32184, 17.87
9143, 0.383922, 0.135635, 0.143535, 0.132552, 0.12371, 0.064956, 0.01569, 0.545524, 0.314641, 0.596997, 0.254257, 18.59
9144, 0.384201, 0.134118, 0.145103, 0.131059, 0.124959, 0.066497, 0.014062, 0.608146, 0.396396, 0.624753, 0.30504, 18.23
9145, 0.355064, 0.150837, 0.15928, 0.134596, 0.128942, 0.058931, 0.012352, 0.780566, 0.55403, 0.823075, 0.313509, 20.46
9146, 0.380951, 0.141823, 0.140683, 0.133956, 0.121273, 0.064423, 0.016892, 0.611344, 0.347023, 0.566958, 0.190803, 18.29
9147, 0.36137, 0.141109, 0.152432, 0.137408, 0.12448, 0.067081, 0.016118, 0.649581, 0.283511, 0.654717, 0.290029, 19.43
9148, 0.375376, 0.140265, 0.152945, 0.129432, 0.120868, 0.066238, 0.014876, 0.650047, 0.306201, 0.655328, 0.382674, 20.48
9149, 0.377901, 0.13744, 0.143224, 0.137236, 0.124014, 0.065196, 0.014988, 0.511904, 0.224077, 0.498273, 0.305336, 19.29
9150, 0.362229, 0.137149, 0.151074, 0.139284, 0.125248, 0.068992, 0.016023, 0.616431, 0.296851, 0.661809, 0.375061, 18.52
9151, 0.382804, 0.134857, 0.141977, 0.134617, 0.122725, 0.066985, 0.016034, 0.683077, 0.284151, 0.641803, 0.335848, 20.21
9152, 0.382983, 0.134613, 0.14328, 0.131205, 0.123833, 0.068844, 0.015243, 0.627199, 0.311171, 0.593031, 0.182716, 18.95
9153, 0.370136, 0.141435, 0.150273, 0.128923, 0.128307, 0.067631, 0.013295, 0.647756, 0.337708, 0.73814, 0.271809, 19.54
9154, 0.409393, 0.133272, 0.14375, 0.112353, 0.115956, 0.067096, 0.01818, 0.384149, 0.354731, 0.412359, 0.129059, 15.06
9155, 0.387141, 0.134699, 0.142313, 0.133566, 0.120715, 0.066783, 0.014783, 0.67363, 0.358363, 0.627513, 0.212108, 18.89
9156, 0.394403, 0.134174, 0.141142, 0.131529, 0.120109, 0.065272, 0.013372, 0.576266, 0.209008, 0.511887, 0.238337, 17.79
9157, 0.378796, 0.13808, 0.132672, 0.144536, 0.122409, 0.066033, 0.017474, 0.497702, 0.141564, 0.483331, 0.305238, 19.16
9158, 0.38655, 0.137822, 0.141359, 0.131385, 0.122303, 0.066996, 0.013585, 0.619214, 0.269663, 0.507474, 0.254595, 18.02
9159, 0.376811, 0.138325, 0.146164, 0.136526, 0.118646, 0.066308, 0.01722, 0.63592, 0.388411, 0.638097, 0.306919, 18.83
9160, 0.373973, 0.164506, 0.152898, 0.128646, 0.10055, 0.065689, 0.013737, 0.357184, 0.278157, 0.503348, 0.374651, 19.97
9161, 0.373069, 0.150694, 0.150229, 0.129071, 0.125684, 0.058432, 0.012821, 0.857989, 0.565195, 0.759162, 0.18295, 20.43
9162, 0.404048, 0.135035, 0.147454, 0.112013, 0.117129, 0.065988, 0.018332, 0.530036, 0.302425, 0.470945, 0.186803, 15.38
9163, 0.391353, 0.135756, 0.144154, 0.130109, 0.122481, 0.061534, 0.014613, 0.60243, 0.226293, 0.57985, 0.408245, 20.19
9164, 0.382739, 0.132688, 0.14544, 0.135113, 0.124415, 0.064762, 0.014844, 0.619496, 0.344933, 0.658459, 0.336409, 20.02
9165, 0.379192, 0.143053, 0.151721, 0.127478, 0.128853, 0.05728, 0.012423, 0.764522, 0.442091, 0.747735, 0.228401, 22.3
9166, 0.389006, 0.132254, 0.148077, 0.128495, 0.122965, 0.06568, 0.013523, 0.517222, 0.328964, 0.644097, 0.238366, 20.28
9167, 0.383203, 0.135731, 0.147233, 0.136243, 0.118324, 0.062883, 0.016384, 0.504158, 0.217059, 0.513382, 0.274067, 18.54
9168, 0.381757, 0.13515, 0.14996, 0.133454, 0.116765, 0.067356, 0.015558, 0.473907, 0.248779, 0.50491, 0.25839, 19.2
9169, 0.425741, 0.126342, 0.150162, 0.108787, 0.11154, 0.059429, 0.017999, 0.424392, 0.173205, 0.4684, 0.221527, 15.52
9170, 0.378397, 0.133919, 0.154178, 0.12735, 0.123844, 0.066258, 0.016053, 0.602281, 0.313694, 0.640483, 0.272132, 18.04
9171, 0.380003, 0.136584, 0.161414, 0.118403, 0.1224, 0.067564, 0.013631, 0.701224, 0.268318, 0.749416, 0.292891, 20.34
9172, 0.375323, 0.138283, 0.156021, 0.125968, 0.123201, 0.066569, 0.014636, 0.537707, 0.299429, 0.589376, 0.246057, 18.86
9173, 0.332522, 0.117137, 0.188102, 0.136378, 0.128299, 0.086882, 0.010679, 0.956478, 0.510939, 0.858375, 0.510595, 18.52
9174, 0.379976, 0.134208, 0.155434, 0.130072, 0.11617, 0.068124, 0.016015, 0.436198, 0.215973, 0.567732, 0.344208, 18.86
9175, 0.368976, 0.136746, 0.158659, 0.13013, 0.122722, 0.06688, 0.015886, 0.689988, 0.370634, 0.695425, 0.256467, 20.43
9176, 0.352651, 0.117318, 0.17859, 0.12357, 0.129895, 0.087966, 0.01001, 0.929964, 0.502017, 0.826909, 0.460185, 19.05
9177, 0.384641, 0.132792, 0.152424, 0.130143, 0.117834, 0.066405, 0.015761, 0.641337, 0.183799, 0.659437, 0.276493, 20.56
9178, 0.427522, 0.124167, 0.152453, 0.10622, 0.11344, 0.059951, 0.016248, 0.36561, 0.184847, 0.430799, 0.238943, 16.39
9179, 0.356255, 0.142186, 0.164362, 0.129109, 0.121772, 0.066599, 0.019718, 0.604323, 0.421803, 0.625417, 0.234524, 18.78
9180, 0.385704, 0.13445, 0.148896, 0.126068, 0.12469, 0.062768, 0.017424, 0.720785, 0.14075, 0.67667, 0.311017, 20.51
9181, 0.38578, 0.135136, 0.150299, 0.127051, 0.123832, 0.061056, 0.016846, 0.658979, 0.271233, 0.634025, 0.328054, 19.6
9182, 0.404076, 0.134104, 0.14334, 0.11985, 0.123977, 0.057834, 0.016818, 0.571262, 0.145869, 0.609235, 0.262853, 18.69
9183, 0.383488, 0.134832, 0.150077, 0.127541, 0.124043, 0.063596, 0.016424, 0.679834, 0.166671, 0.735054, 0.542934, 19.24
9184, 0.425029, 0.124686, 0.149575, 0.109873, 0.10857, 0.063655, 0.018612, 0.305962, 0.069183, 0.39647, 0.201096, 16.92
9185, 0.407112, 0.134388, 0.152784, 0.118636, 0.11647, 0.056032, 0.014577, 0.790464, 0.243556, 0.684544, 0.315337, 19.63
9186, 0.39229, 0.133801, 0.155042, 0.121803, 0.122942, 0.05911, 0.015012, 0.708976, 0.139721, 0.670635, 0.393896, 20.13
9187, 0.389826, 0.133498, 0.153403, 0.125599, 0.120916, 0.060086, 0.016671, 0.547497, 0, 0.695263, 0.506431, 19.58
9188, 0.399721, 0.133925, 0.149684, 0.12178, 0.117671, 0.061642, 0.015576, 0.633111, 0.170917, 0.619808, 0.215395, 19.67
