ID, Name, Background, Body, Feathers, Beak, Eyes, Eyewear, Headwear, Outfit
327, #327, Gray, Crescent, Purple, Short, Open, , Chick-fil-A Hat, Dominos Shirt
328, #328, Green, Tabby, Gray, Short, Angry, , McDonald's Hat, McDonalds Shirt
329, #329, Purple, Crescent, Red, Small, Rainbow, , Dunkin' Donuts Hat, Dominos Shirt
330, #330, Pink, Stark, Blue, Small, Open, , , KFC Shirt
331, #331, Purple, Tabby, Purple, Short, Open, , Subway Visor, KFC Shirt
332, #332, Green, Crescent, White, Short, Open, , Walmart Hat, Janitor Shirt
333, #333, Purple, Tabby, Gray, Short, Angry, , Burger King Visor, Janitor Shirt
334, #334, Yellow, Brave, Pink, Short, Open, , Ben & Jerry's Bucket Hat, 
335, #335, Blue, Emperor, Black, Short, Side-Eye, , McDonald's Visor, Burger King Uniform
336, #336, Yellow, Crescent, Black, Short, Angry, , Burger King Visor, Taco Bell Shirt
337, #337, Blue, Guardian, Purple, Short, Side-Eye, , McDonald's Hat, Starbucks Apron
338, #338, Gray, Sage, Red, Small, Discerning, , Dunkin' Donuts Hat, Subway Shirt
339, #339, Yellow, Crescent, White, Small, Adorable, , Dominos Hat, 
340, #340, Purple, Tranquil, Purple, Small, Diamond, , Hooters Hat, 
341, #341, Purple, Emperor, Gray, Long, Relaxed, , , Walmart Shirt
342, #342, Yellow, Crescent, Purple, Short, Adorable, , In-N-Out Burger Hat, Dominos Shirt
343, #343, Gray, Brave, Purple, Short, Adorable, , McDonald's Box Hat, McDonalds Polo
344, #344, Gray, Professor, Blue, Short, Discerning, , Burger King Visor, Burger King Uniform
345, #345, Green, Robot, Metal, Short, Open, , KFC Bucket Hat, Taco Bell Shirt
346, #346, Green, Brave, Gray, Small, Open, , , Taco Bell Shirt
347, #347, Pink, Crescent, Brown, Short, Fire, , , McDonalds Polo
348, #348, Yellow, Crescent, Green, Short, Side-Eye, , Walmart Hat, Starbucks Apron
349, #349, Blue, Stark, Blue, Small, Rainbow, , Dunkin' Donuts Visor, McDonalds Polo
350, #350, Green, Guardian, Blue, Short, Rainbow, , Dominos Hat, KFC Shirt
351, #351, Purple, Crescent, Brown, Short, Discerning, , McDonald's Bucket Hat, Taco Bell Shirt
352, #352, Yellow, Crescent, Black, Small, , Jobs Glasses, Walmart Hat, Janitor Shirt
353, #353, Blue, Emperor, Brown, Small, Angry, , KFC Hat, McDonalds Shirt
354, #354, Green, Crescent, White, Short, Angry, , In-N-Out Burger Hat, McDonalds Shirt
355, #355, Green, Professor, Black, Small, Angry, , McDonald's Visor, 
356, #356, Green, Stark, Purple, Small, Open, , Burger King Hat, Taco Bell Shirt
357, #357, Pink, Crescent, Black, Short, Open, , Pizza Hut Hat, McDonalds Shirt
358, #358, Gray, Crescent, White, Long, Relaxed, , Chick-fil-A Hat, KFC Shirt
359, #359, Purple, Brave, White, Short, Angry, , Burger King Hat, McDonalds Polo
360, #360, Purple, Crescent, Purple, Short, Diamond, , McDonald's Bucket Hat, KFC Shirt
361, #361, Yellow, Tabby, Green, Long, Angry, , Hamburger, KFC Shirt
362, #362, Purple, Tabby, White, Small, Angry, , In-N-Out Burger Hat, Burger King Uniform
363, #363, Blue, Tranquil, Brown, Small, Open, , McDonald's Bucket Hat, Ronald McDonald
364, #364, Yellow, Tranquil, Brown, Small, Relaxed, , Ben & Jerry's Bucket Hat, Janitor Shirt
365, #365, Pink, Professor, Green, Short, Relaxed, , McDonald's Visor, Burger King Uniform
366, #366, Purple, Crescent, Red, Small, Relaxed, , Walmart Hat, McDonalds Shirt
367, #367, Yellow, Robot, Metal, Short, Open, , KFC Bucket Hat, 
368, #368, Gray, Crescent, Red, Small, Discerning, , McDonald's Hat, Subway Shirt
369, #369, Green, Stark, Purple, Small, Discerning, , , El Pollo Loco Mascot
370, #370, Yellow, Tranquil, Blue, Small, Angry, , , Janitor Shirt
371, #371, Pink, Brave, Red, Short, Relaxed, , McDonald's Bucket Hat, 
372, #372, Pink, Tabby, Black, Small, Diamond, , Burger King Visor, Dominos Shirt
373, #373, Blue, Stark, Pink, Small, Angry, , Dominos Hat, Burger King Uniform
374, #374, Purple, Professor, Black, Long, Angry, , Pizza Hut Hat, McDonalds Shirt
375, #375, Pink, Guardian, Purple, Small, Discerning, , Wendy's Hat, Burger King Uniform
376, #376, Yellow, Tranquil, Blue, Small, Adorable, , McDonald's Box Hat, Burger King Uniform
377, #377, Gray, Crescent, Blue, Small, Discerning, , Walmart Hat, Janitor Shirt
378, #378, Pink, Crescent, Red, Long, , Jobs Glasses, Taco, 
379, #379, Blue, Professor, Green, Short, Open, , , Dominos Shirt
380, #380, Purple, Guardian, Purple, Short, Open, , Taco Bell Hat, McDonalds Polo
381, #381, Green, Tranquil, Green, Small, Moon, , McDonald's Hat, Starbucks Apron
382, #382, Yellow, Tabby, White, Small, Heart, , Hooters Hat, Burger King Uniform
383, #383, Blue, Tranquil, White, Short, Open, , Burger King Hat, McDonalds Shirt
384, #384, Gray, Crescent, Red, Short, Open, , , Dominos Shirt
385, #385, Yellow, Crescent, Pink, Small, Open, , Walmart Hat 2, 
386, #386, Yellow, Crescent, White, Long, Discerning, , Sushi Headband, McDonalds Polo
387, #387, Blue, Robot, Metal, Small, Angry, , McDonald's Box Hat, McDonalds Polo
388, #388, Gray, Guardian, Pink, Long, Rainbow, , Walmart Hat, 
389, #389, Purple, Crescent, Brown, Small, , 3d Glasses, McDonald's Hat, McDonalds Shirt
390, #390, Yellow, Crescent, Black, Small, , 3d Glasses, In-N-Out Burger Hat, Burger King Uniform
391, #391, Green, Tranquil, Green, Long, Angry, , , Burger King Uniform
392, #392, Blue, Guardian, Black, Small, Open, , Taco Bell Hat, Burger King Uniform
393, #393, Green, Tranquil, Gray, Long, Open, , Walmart Hat, 
394, #394, Gray, Robot, Metal, Small, Angry, , Taco Bell Hat, Dominos Shirt
395, #395, Pink, Crescent, Green, Small, Relaxed, , , McDonalds Shirt
396, #396, Pink, Stark, Pink, Small, , Jobs Glasses, , Dominos Shirt
397, #397, Blue, Ruby Skeleton, Legendary Bone, Small, Relaxed, , Walmart Hat, 
398, #398, Gray, Guardian, Purple, Small, Angry, , Burger King Hat, Dominos Shirt
399, #399, Jade Green, Jade, Legendary Sage, , , , Ice Cream, 
400, #400, Green, Crescent, Blue, Small, Open, , McDonald's Visor, 
401, #401, Green, Professor, Brown, Short, Adorable, , Dunkin' Donuts Hat, Burger King Uniform
402, #402, Gray, Guardian, Pink, Small, Open, , , Taco Bell Shirt
403, #403, Blue, Tabby, Purple, Short, Open, , Burger King Hat, 
404, #404, Purple, Brave, Blue, Long, Discerning, , Chick-fil-A Hat, Burger King Uniform
405, #405, Gray, Crescent, Pink, Small, Angry, , McDonald's Hat, Walmart Shirt
406, #406, Yellow, Crescent, Blue, Small, Side-Eye, , Pizza Hut Hat, McDonalds Polo
407, #407, Gray, Guardian, Green, Small, Open, , Dominos Hat, Starbucks Apron
408, #408, Green, Sage, Red, Small, Angry, , , Burger King Uniform
409, #409, Pink, Guardian, Blue, Long, Angry, , McDonald's Hat, McDonalds Polo
410, #410, Purple, Crescent, Green, Long, Side-Eye, , In-N-Out Burger Hat, Dominos Shirt
411, #411, Pink, Crescent, Green, Short, Angry, , Denny's Hat, 
412, #412, Blue, Brave, Pink, Small, Angry, , In-N-Out Burger Hat, KFC Shirt
413, #413, Green, Professor, Gray, Short, Open, , Taco, McDonalds Shirt
414, #414, Blue, Tranquil, Purple, Short, Angry, , Dunkin' Donuts Visor, 
415, #415, Pink, Tabby, Black, Small, Angry, , McDonald's Box Hat, Subway Shirt
416, #416, Purple, Stark, White, Small, Open, , McDonald's Bucket Hat, McDonalds Shirt
417, #417, Gray, Robot, Metal, Long, Angry, , Chick-fil-A Hat, McDonalds Polo
418, #418, Purple, Stark, Black, Small, Open, , Burger King Hat, Burger King Uniform
419, #419, Blue, Crescent, Pink, Short, Angry, , McDonald's Visor, KFC Shirt
420, #420, Purple, Golden, Legendary Emperor, Small, Angry, Eyepatch, , Starbucks Apron
421, #421, Yellow, Guardian, Purple, Small, Heart, , Sushi Headband, McDonalds Polo
422, #422, Gray, Crescent, Gray, Long, Moon, , Dunkin' Donuts Visor, Dominos Shirt
423, #423, Green, Stark, Blue, Small, Adorable, , In-N-Out Burger Hat, Starbucks Apron
424, #424, Gray, Crescent, Pink, Long, Side-Eye, , McDonald's Hat, Burger King Uniform
425, #425, Pink, Crescent, Red, Long, Angry, , Taco Bell Hat, Starbucks Apron
426, #426, Yellow, Tranquil, Purple, Long, Angry, , Denny's Hat, McDonalds Shirt
427, #427, Yellow, Crescent, Red, Short, Angry, , Hamburger, Burger King Uniform
428, #428, Gray, Crescent, Green, Small, Open, , Ben & Jerry's Bucket Hat, Walmart Shirt
429, #429, Blue, Tabby, Green, Small, Relaxed, , McDonald's Bucket Hat, Dominos Shirt
430, #430, Yellow, Stark, Blue, Short, Side-Eye, , Taco, McDonalds Polo
431, #431, Purple, Crescent, Black, Short, Side-Eye, , Walmart Hat 2, 
432, #432, Pink, Crescent, Brown, Short, Side-Eye, , Walmart Hat, 
433, #433, Purple, Crescent, Brown, Small, Heart, , McDonald's Bucket Hat, McDonalds Polo
434, #434, Pink, Brave, Purple, Small, Angry, , Starbucks Hat, Ronald McDonald
435, #435, Gray, Tranquil, Pink, Small, Side-Eye, , Hooters Hat, 
436, #436, Yellow, Crescent, Gray, Short, Open, , McDonald's Hat, Subway Shirt
437, #437, Yellow, Professor, White, Small, Open, , , Burger King Uniform
438, #438, Blue, Crescent, Brown, Short, Open, , Burger King Hat, McDonalds Polo
439, #439, Gray, Stark, Gray, Long, Side-Eye, , Ben & Jerry's Bucket Hat, Dominos Shirt
440, #440, Green, Brave, Blue, Small, Discerning, , , Dominos Shirt
441, #441, Yellow, Crescent, Blue, Small, Discerning, , , McDonalds Polo
442, #442, Green, Tranquil, Gray, Small, Relaxed, , , McDonalds Shirt
443, #443, Purple, Crescent, Black, Small, Side-Eye, , Burger King Hat, Janitor Shirt
444, #444, Blue, Tabby, White, Short, Adorable, , , Dominos Shirt
445, #445, Green, Skeleton, Bone, Short, Open, , Ben & Jerry's Bucket Hat, 
446, #446, Pink, Skeleton, Bone, Short, Relaxed, , Dunkin' Donuts Visor, 
447, #447, Purple, Tranquil, Blue, Small, Angry, , McDonald's Visor, KFC Shirt
448, #448, Gray, Brave, Green, Small, Open, , Ice Cream, Taco Bell Shirt
449, #449, Purple, Tranquil, Blue, Small, Discerning, , KFC Hat, Burger King Uniform
450, #450, Pink, Crescent, Black, Small, Discerning, , McDonald's Hat, McDonalds Polo
451, #451, Yellow, Crescent, Red, Small, Fire, , Starbucks Hat, Taco Bell Shirt
452, #452, Green, Crescent, Gray, Short, Open, , McDonald's Bucket Hat, 
453, #453, Blue, Guardian, Purple, Small, Open, , McDonald's Visor, Taco Bell Shirt
454, #454, Purple, Emperor, White, Short, Relaxed, , Taco Bell Hat, 
455, #455, Gray, Crescent, Pink, Small, Angry, , , McDonalds Shirt
456, #456, Blue, Crescent, Black, Small, Open, , Denny's Hat, McDonalds Shirt
457, #457, Blue, Stark, Red, Small, Angry, , McDonald's Box Hat, Walmart Shirt
458, #458, Pink, Crescent, Blue, Short, Angry, , Dominos Hat, Dominos Shirt
459, #459, Green, Tabby, Blue, Short, Discerning, , McDonald's Hat, McDonalds Shirt
460, #460, Pink, Guardian, White, Short, Open, , McDonald's Hat, 
461, #461, Yellow, Brave, Green, Short, Diamond, , Popcorn, 
462, #462, Blue, Professor, Green, Small, Discerning, , Dominos Hat, Subway Shirt
463, #463, Green, Skeleton, Bone, Short, Relaxed, , Dominos Hat, 
464, #464, Yellow, Crescent, Pink, Short, Angry, , Dunkin' Donuts Visor, Burger King Uniform
465, #465, Yellow, Crescent, Red, Short, , Black-rimmed Glasses, McDonald's Box Hat, Burger King Uniform
466, #466, Blue, Crescent, Pink, Small, Fire, , McDonald's Hat, Taco Bell Shirt
467, #467, Pink, Tabby, Red, Small, Adorable, , McDonald's Hat, Walmart Shirt
468, #468, Green, Professor, Gray, Long, Relaxed, , Dominos Hat, McDonalds Shirt
469, #469, Green, Crescent, Pink, Small, Open, , , Starbucks Apron
470, #470, Gray, Tabby, Brown, Long, Angry, , McDonald's Hat, Dominos Shirt
471, #471, Green, Stark, Purple, Short, Open, , , Taco Bell Shirt
472, #472, Yellow, Stark, Black, Short, Relaxed, , , Starbucks Apron
473, #473, Blue, Crescent, Purple, Short, Open, , In-N-Out Burger Hat, McDonalds Shirt
474, #474, Pink, Crescent, White, Short, Angry, , KFC Bucket Hat, Walmart Shirt
475, #475, Green, Professor, Brown, Small, Angry, , Chick-fil-A Hat, Burger King Uniform
476, #476, Pink, Guardian, Red, Short, Discerning, , McDonald's Hat, Subway Shirt
477, #477, Pink, Crescent, Red, Small, Fire, , McDonald's Visor, Walmart Shirt
478, #478, Gray, Crescent, Gray, Long, Moon, , Dunkin' Donuts Visor, 
479, #479, Pink, Brave, White, Small, Relaxed, , Burger King Visor, McDonalds Shirt
480, #480, Green, Stark, Blue, Short, Open, , Starbucks Hat, Subway Shirt
481, #481, Gray, Stark, Brown, Short, Angry, , Burger King Hat, McDonalds Polo
482, #482, Purple, Tabby, White, Small, Side-Eye, , Taco Bell Hat, Walmart Shirt
483, #483, Pink, Tabby, Brown, Short, Open, , Dominos Hat, Dominos Shirt
484, #484, Green, Tabby, White, Short, Side-Eye, , Dominos Hat, Janitor Shirt
485, #485, Gray, Stark, Purple, Short, Open, , McDonald's Hat, KFC Shirt
486, #486, Purple, Stark, Brown, Short, Open, , Walmart Hat 2, McDonalds Shirt
487, #487, Blue, Guardian, Black, Small, , Rose-Colored Glasses, McDonald's Hat, McDonalds Shirt
488, #488, Yellow, Tabby, Green, Long, Side-Eye, , McDonald's Visor, Subway Shirt
489, #489, Blue, Tranquil, Red, Small, Open, , McDonald's Hat, McDonalds Shirt
490, #490, Yellow, Sage, Blue, Small, Angry, , Pizza Hut Hat, McDonalds Shirt
491, #491, Blue, Crescent, Brown, Short, Discerning, , Sushi, 
492, #492, Blue, Crescent, Green, Small, Angry, , Pizza Hut Hat, Starbucks Apron
493, #493, Purple, Crescent, Green, Long, Discerning, , , Taco Bell Shirt
494, #494, Blue, Crescent, Pink, Long, Open, , Walmart Hat 2, Walmart Shirt
495, #495, Gray, Guardian, Brown, Long, Angry, , Walmart Hat, Burger King Uniform
496, #496, Blue, Crescent, Red, Small, Side-Eye, , Dunkin' Donuts Hat, Taco Bell Shirt
497, #497, Green, Tranquil, Pink, Long, Relaxed, , Ben & Jerry's Bucket Hat, KFC Shirt
498, #498, Pink, Crescent, Blue, Short, Discerning, , Dominos Hat, 
499, #499, Gray, Crescent, Red, Small, Relaxed, , KFC Hat, Taco Bell Shirt
500, #500, Purple, Crescent, Purple, Short, Open, , Dunkin' Donuts Hat, Burger King Uniform
501, #501, Yellow, Guardian, White, Long, Open, , In-N-Out Burger Hat, Walmart Shirt
502, #502, Gray, Guardian, Red, Small, Side-Eye, , Dominos Hat, KFC Shirt
503, #503, Yellow, Crescent, Brown, Short, Discerning, , , Janitor Shirt
504, #504, Purple, Crescent, Brown, Short, , Visor, McDonald's Box Hat, McDonalds Polo
505, #505, Yellow, Robot, Metal, Short, Open, , McDonald's Hat, KFC Shirt
506, #506, Purple, Tranquil, Black, Small, Angry, Eyepatch, Hooters Hat, McDonalds Shirt
507, #507, Purple, Crescent, Purple, Long, Side-Eye, , In-N-Out Burger Hat, KFC Shirt
508, #508, Green, Emperor, Green, Small, Angry, , Taco Bell Hat, Burger King Uniform
509, #509, Gray, Guardian, Black, Short, Side-Eye, , Chick-fil-A Hat, KFC Shirt
510, #510, Green, Crescent, Black, Short, Fire, , In-N-Out Burger Hat, Burger King Uniform
511, #511, Pink, Tranquil, Green, Small, Open, , Chick-fil-A Hat, KFC Shirt
512, #512, Gray, Tabby, White, Small, Open, , McDonald's Hat, McDonalds Shirt
513, #513, Yellow, Stark, Brown, Small, Open, , McDonald's Bucket Hat, Burger King Uniform
514, #514, Pink, Crescent, Pink, Short, Open, , Walmart Hat, Subway Shirt
515, #515, Pink, Crescent, Gray, Small, Discerning, , Taco, Taco Bell Shirt
516, #516, Yellow, Stark, Green, Small, Discerning, , Pizza Hut Hat, Taco Bell Shirt
517, #517, Pink, Crescent, Gray, Long, Adorable, , Dominos Hat, McDonalds Shirt
518, #518, Pink, Tranquil, Gray, Small, Relaxed, , McDonald's Visor, Taco Bell Shirt
519, #519, Green, Emperor, Red, Short, Discerning, , Burger King Hat, KFC Shirt
520, #520, Blue, Crescent, White, Long, Angry, , Popcorn, 
521, #521, Purple, Crescent, Gray, Long, Relaxed, , Sushi, 
522, #522, Green, Robot, Metal, Short, , 3d Glasses, KFC Hat, Burger King Uniform
523, #523, Pink, Tranquil, Black, Small, Angry, , Ben & Jerry's Bucket Hat, 
524, #524, Green, Tabby, Brown, Short, Relaxed, , , Walmart Shirt
525, #525, Pink, Stark, White, Small, Side-Eye, , Chick-fil-A Hat, Walmart Shirt
526, #526, Purple, Crescent, Blue, Long, Relaxed, , Ice Cream Cone, Subway Shirt
527, #527, Pink, Brave, Brown, Short, Adorable, , In-N-Out Burger Hat, Taco Bell Shirt
528, #528, Pink, Tabby, Red, Small, Side-Eye, , Burger King Visor, Janitor Shirt
529, #529, Yellow, Tabby, Red, Small, Angry, , Walmart Hat 2, Janitor Shirt
530, #530, Gray, Crescent, Purple, Small, Discerning, , Walmart Hat 2, Taco Bell Shirt
531, #531, Yellow, Stark, Black, Long, Discerning, , Hooters Hat, Dominos Shirt
532, #532, Pink, Brave, Gray, Long, Relaxed, , Burger King Visor, Dominos Shirt
533, #533, Green, Crescent, Pink, Long, Side-Eye, , McDonald's Visor, Dominos Shirt
534, #534, Purple, Brave, Blue, Short, Open, , Wendy's Hat, 
535, #535, Purple, Crescent, Blue, Small, Relaxed, , Ben & Jerry's Bucket Hat, McDonalds Polo
536, #536, Green, Brave, Green, Long, Discerning, , Dunkin' Donuts Hat, 
537, #537, Blue, Tranquil, Pink, Short, Open, , , McDonalds Shirt
538, #538, Green, Tranquil, Black, Short, Relaxed, , Burger King Hat, 
539, #539, Green, Crescent, Green, Short, Open, , Taco, 
540, #540, Yellow, Professor, Brown, Small, Angry, , Walmart Hat 2, McDonalds Shirt
541, #541, Yellow, Crescent, Purple, Small, Rainbow, , Ben & Jerry's Bucket Hat, Ronald McDonald
542, #542, Blue, Crescent, Purple, Small, Relaxed, , Twin Peaks Hat, Burger King Uniform
543, #543, Blue, Sage, Brown, Long, Open, , Taco Bell Hat, 
544, #544, Yellow, Guardian, Blue, Short, Open, , Walmart Hat 2, Dominos Shirt
545, #545, Green, Guardian, White, Long, Side-Eye, , Subway Visor 2, Walmart Shirt
546, #546, Pink, Guardian, Purple, Short, Heart, , Hooters Hat, Starbucks Apron
547, #547, Green, Stark, Blue, Small, Moon, , Walmart Hat, Walmart Shirt
548, #548, Purple, Crescent, Red, Long, Discerning, , , KFC Shirt
549, #549, Blue, Tabby, Blue, Small, Open, , , Burger King Uniform
550, #550, Pink, Crescent, Green, Short, Open, , Walmart Hat, Ronald McDonald
551, #551, Pink, Guardian, Pink, Short, Rainbow, , Walmart Hat, McDonalds Shirt
552, #552, Blue, Guardian, Brown, Short, Adorable, , McDonald's Hat, McDonalds Polo
553, #553, Blue, Tabby, White, Short, Open, , Dominos Hat, Dominos Shirt
554, #554, Purple, Crescent, Black, Short, Angry, , , Taco Bell Shirt
555, #555, Green, Stark, Red, Short, Relaxed, , McDonald's Visor, Burger King Uniform
556, #556, Blue, Crescent, White, Long, Angry, , Walmart Hat 2, KFC Shirt
557, #557, Pink, Guardian, Purple, Small, Moon, , McDonald's Box Hat, McDonalds Polo
558, #558, Blue, Guardian, Gray, Short, Relaxed, , Burger King Hat, Taco Bell Shirt
559, #559, Pink, Sage, Purple, Long, Open, , Walmart Hat 2, 
560, #560, Green, Tranquil, White, Short, Moon, , Burger King Visor, McDonalds Shirt
561, #561, Purple, Tabby, Brown, Short, Side-Eye, , Burger King Visor, McDonalds Shirt
562, #562, Gray, Tabby, Black, Small, Adorable, , Dominos Hat, Burger King Uniform
563, #563, Gray, Crescent, Green, Small, Open, , McDonald's Bucket Hat, KFC Shirt
564, #564, Purple, Crescent, White, Long, Side-Eye, , Denny's Hat, Dominos Shirt
565, #565, Pink, Crescent, White, Short, Moon, , Twin Peaks Hat, Taco Bell Shirt
566, #566, Gray, Crescent, Brown, Short, Side-Eye, , Burger King Hat, Taco Bell Shirt
567, #567, Blue, Professor, Gray, Small, Open, , Popcorn, McDonalds Polo
568, #568, Gray, Stark, Red, Short, Angry, , Ben & Jerry's Bucket Hat, Taco Bell Shirt
569, #569, Yellow, Crescent, Black, Small, Discerning, , Pizza Hut Hat, 
570, #570, Green, Brave, Red, Long, Moon, , McDonald's Hat, KFC Shirt
571, #571, Blue, Sage, Purple, Small, Relaxed, , , McDonalds Polo
572, #572, Blue, Sage, Gray, Small, Side-Eye, , Walmart Hat, Dominos Shirt
573, #573, Pink, Brave, Blue, Small, Angry, , Dunkin' Donuts Visor, Dominos Shirt
574, #574, Green, Sage, Gray, Short, Angry, , Burger King Hat, Burger King Uniform
